###########Imperial Authority Announcement Events###########
EVTOPTFFKA8;I pray that the hero's name will be known for many generations...;;;;;;;;;;;;;

EVTDESCFKA9;Inspired by [hero_person.GetName], you have tried to emulate their great deeds. Many people have already begun to speak highly of you as a potential new protege of the late hero. Whether their feats of cunning or strength, the people of [hero_person.PrimaryTitle.GetName] wonder whether the spirit of the hero emunates from you...;;;;;;;;;;;;;x
EVTOPTAFKA9;May I do a fraction of their deeds...;;;;;;;;;;;;;x
EVTOPTBFKA9;I can only wish to be like [hero_person.GetHerHim]...;;;;;;;;;;;;;x

EVTDESCFKA10;[target_burial_site.GetName] is a well known traveling spot for people wishing to see the tomb of the Hero [target_burial_site.province_hero.GetFirstName]. I have never cared much for the hero [target_burial_site.province_hero.GetFirstName] nor [offended_burial_site_owner.GetTitledFirstName], and an opportunity to grab the valuables of the tomb has offered itself. But is it worth the risk?;;;;;;;;;;;;;x
EVTOPTAFKA10;No, I rather not offend the gods...;;;;;;;;;;;;;x
EVTOPTBFKA10;Perhaps I can find something of worth...;;;;;;;;;;;;;x
EVTOPTBFKA10_TT;Preparations to pillage the burial site begins;;;;;;;;;;;;;x

EVTDESCFKA11;Entering the tomb of [target_burial_site.GetName], I began to observe the surrounding guaging the amount of treasures I can plunder for my own gain...;;;;;;;;;;;;;x
EVTOPTAFKA11;I should pick a few shinies and make haste...;;;;;;;;;;;;;x
EVTOPTBFKA11;I should plunder this tomb bare!;;;;;;;;;;;;;x

EVTDESCFKA12;The caretakers of the tomb have caught wind of your activities and quickly wrestle you to the ground. You curse the gods for your misfortune.;;;;;;;;;;;;;x
EVTOPTAFKA12;For shame, I've been caught!;;;;;;;;;;;;;x

EVTDESCFKA13;The burial site of §Y[target_burial_site.province_hero.GetFirstName]§! at [target_burial_site.GetName] has been plundered, and has been left a pile of rubble...;;;;;;;;;;;;;x

EVTDESCFKA14;My men have come across the burial site of some great "hero" of the pathetic [pillaged_hellenic.Religion.GetGroupName] [pillaged_hellenic.GetTitledFirstName]. This could be a chance to show them how we treat their uncivilized ancestors.;;;;;;;;;;;;;x
EVTOPTAFKA14;Take everything of value, and leave nothing behind.;;;;;;;;;;;;;x
EVTOPTBFKA14;We are not petty like them, we will leave it be.;;;;;;;;;;;;;x

EVTDESCFKA16;I shall venture to the tomb of a local hero on my way to the holy places! Perhaps I can learn many things from their deeds, as I learn more about the divine's role in our lives.;;;;;;;;;;;;;x
EVTOPTAFKA16_1;I shall visit [first_burial_site.GetName];;;;;;;;;;;;;x
EVTOPTAFKA16_2;I shall visit [first_burial_site.GetName];;;;;;;;;;;;;x
EVTOPTAFKA16_3;I shall visit [first_burial_site.GetName];;;;;;;;;;;;;x

EVTOPTBFKA16_1;I shall visit [second_burial_site.GetName];;;;;;;;;;;;;x
EVTOPTBFKA16_2;I shall visit [second_burial_site.GetName];;;;;;;;;;;;;x
EVTOPTBFKA16_3;I shall visit [second_burial_site.GetName];;;;;;;;;;;;;x

EVTOPTCFKA16_1;I shall visit [third_burial.GetName];;;;;;;;;;;;;x
EVTOPTCFKA16_2;I shall visit [third_burial.GetName];;;;;;;;;;;;;x
EVTOPTCFKA16_3;I shall visit [third_burial.GetName];;;;;;;;;;;;;x

EVTOPTDFKA16_1;I shall visit [fourth_burial.GetName];;;;;;;;;;;;;x
EVTOPTDFKA16_2;I shall visit [fourth_burial.GetName];;;;;;;;;;;;;x
EVTOPTDFKA16_3;I shall visit [fourth_burial.GetName];;;;;;;;;;;;;x

EVTDESCFKA17;Traveling along a well kept path along the forested hills, passing by many plain cottages as you make your way to the various holy places that dot the serene hillsides.;;;;;;;;;;;;;x
EVTOPTAFKA17;Onwards I go!;;;;;;;;;;;;;x

EVTDESCFKA18;I come across a group of travelers, who are also traveling to [pilgrimage_destination.GetName], to ask for the blessing of  [pilgrimage_destination.province_hero.GetFirstNameWithNick]. Traveling together could be beneficial and safer, though probably somewhat slower.;;;;;;;;;;;;;x
EVTDESCFKA18_ALT;I come across a group of travelers, who are also traveling to [pilgrimage_destination.GetName], to ask for the blessing of  [pilgrimage_destination.province_hero.GetFirstNameWithNick]. Traveling together could be beneficial and safer, though probably somewhat slower.;;;;;;;;;;;;;x
EVTDESCFKA18_ALT_2;I come across a group of travelers, who are also traveling to [pilgrimage_destination.GetName], to ask for the blessing of  [pilgrimage_destination.province_hero.GetFirstNameWithNick]. Traveling together could be beneficial and safer, though probably somewhat slower.;;;;;;;;;;;;;x
EVTDESCFKA18_ALT_3;I come across a group of travelers, who are also traveling to [pilgrimage_destination.GetName], to ask for the blessing of  [pilgrimage_destination.province_hero.GetFirstNameWithNick]. Traveling together could be beneficial and safer, though probably somewhat slower.;;;;;;;;;;;;;x

EVTOPTAFKA18;Friendly company? That sounds like a nice change of pace.;;;;;;;;;;;;;x
EVTOPTBFKA18;A proper hero forges their own path...;;;;;;;;;;;;;x

EVTDESCFKA19;I am suddenly met by a couple of rough looking fellows, as I proceed through the forest. The leader gives me a toothy grin and asking for "donations", for the service he and his men are doing in the forest.;;;;;;;;;;;;;x
EVTOPTAFKA19;It is probably easier to just pay.;;;;;;;;;;;;;x
EVTOPTBFKA19;I will show them who needs protection.;;;;;;;;;;;;;x

EVTDESCFKA20;The days have been long, but the journey not without joy. By my own estimates, I should be halfway to [pilgrimage_destination.GetName] by now. I am not used to such long travels like these, but it has been a nice change of pace from the palace affairs.;;;;;;;;;;;;;x

EVTOPTAFKA20;I wonder what awaits me in [pilgrimage_destination.GetName].;;;;;;;;;;;;;x

EVTDESCFKA21;I come across a group of caravans, filled with the laughter and joy of a group of traveling bards. As day turns to night, I enjoy the company of the group. A particularly beautiful [Root.GetManWomanOpp] is teasing me, and invites me to stay the night.;;;;;;;;;;;;;x
EVTDESCFKA21_ALT;I come across a group of caravans, filled with the laughter and joy of a group of traveling entertainers. As day turns to night, I enjoy the company of the group. A particularly beautiful [Root.GetManWoman] is teasing me, and invites me to stay the night.;;;;;;;;;;;;;x
EVTOPTAFKA21;That sounds like a nice suggestion.;;;;;;;;;;;;;x
EVTOPTBFKA21;What kind of [Root.GetManWoman] do you think I am?;;;;;;;;;;;;;x

EVTDESCFKA22;It has been a long day of traveling when I come across a burning homestead. I had hoped to find a place to stay the night, but these people are clearly in dire need of help to stop the flames from engulfing the entire place.;;;;;;;;;;;;;x
EVTOPTAFKA22;[Root.Religion.GetHighGodName] calls upon me to help out these poor people.;;;;;;;;;;;;;x
EVTOPTBFKA22;[Root.Religion.GetHighGodName] calls upon me to continue my journey.;;;;;;;;;;;;;x
EVTOPTCFKA22;[Root.Religion.GetHighGodName] calls upon me to grab some valuables while they are busy.;;;;;;;;;;;;;x

EVTDESCFKA23;The rain is pouring down and I am desperately looking for a shelter, when I come across a small simple shrine and the hut of its caretaker. The modest man welcomes me inside, hangs my soaking clothes over the fire to dry and gives me a hot meal. When he mentions that it probably will not stop raining for a couple of days, I wonder if I have time to wait for that long.;;;;;;;;;;;;;x
EVTOPTAFKA23;It is better to rest a couple of days.;;;;;;;;;;;;;x

EVTOPTBFKA23;A real hero would not let a bit of bad weather stop them.;;;;;;;;;;;;;x
EVTTOOLTIPFKA23_TT;You start feeling ill...;;;;;;;;;;;;;x

EVTDESCFKA24;I find myself in [pilgrimage_destination.GetName] before I know it. It has been a long journey through the wilderness, to once more see people is a nice change. As I walk through the city streets, I compare it to my own lands, and how the people have dealt with their own challenges. I find my way to the burial site of [pilgrimage_destination.province_hero.GetName] as quickly as possible, that is what I am here for after all.;;;;;;;;;;;;;x
EVTOPTAFKA24;I wonder what the tomb will look like.;;;;;;;;;;;;;x

EVTDESCFKA25_A;The whole area is filled with people, looking like they come from all the different corners of the world I see another [Root.Culture.GetName] looking at me, and giving me a small nod before [Root.GetSheHeOpp] disappears in the crowd. I never knew [pilgrimage_destination.province_hero.GetFirstNameWithNick] was this popular or well known. Though it is stressful, I finally get my moment to stand in front of the gates of the tomb, and feel the shining aura of the hero who resides within.;;;;;;;;;;;;;x
EVTDESCFKA25_B;There is a couple of other travelers around, but they all look relatively local to the area. I walk over to the tomb, and look upon a simple mural of the hero on the wall. as well as a stele commemorating the deeds of the hero. It has been a long journey to get to [pilgrimage_destination.GetName], and I finally get to look upon the glorious burial site of  [pilgrimage_destination.province_hero.GetFirstNameWithNick].;;;;;;;;;;;;;x
EVTDESCFKA25_C;The burial site is completely devoid of people, not a single soul to be seen. I look around for it, almost sure I am at the wrong place for a moment, and then I see the simple unmarked tomb. It looks overgrown and deserted, and I take some time to tidy the place up before I finally sit down in prayer to [Root.Religion.GetHighGodName]. It is almost like  [pilgrimage_destination.province_hero.GetFirstNameWithNick] is here with me.;;;;;;;;;;;;;x

EVTOPTAFKA25;I will remember this moment for the rest of my life.;;;;;;;;;;;;;x
EVTOPTBFKA25;Was... Was this it? What a disappointing end.;;;;;;;;;;;;;x
EVTOPTCFKA25;What a journey it has been.;;;;;;;;;;;;;x

EVTDESCFKA26;Your trip to the tomb has come to an end.;;;;;;;;;;;;;x
EVTOPTAFKA26;It was a good journey...;;;;;;;;;;;;;x

###########Maintenance Events###########
EVTDESCFKM6;I have just inherited the land of [From.GetName] from [FromFrom.GetTitledFirstName]. Now I must decide on how I shall distribute it.;;;;;;;;;;;;;x
EVTOPTAFKM6;A member of the capital nobility will be just fine.;;;;;;;;;;;;;x
EVTOPTAFKM6_TT;You will be able to choose their successor if they stay a viceroy, however [capital_county.Culture.GetName] provinces in the region will be upset if they are not of their culture.;;;;;;;;;;;;;x
EVTOPTBFKM6;I trust one of my blood to rule [From.GetName];;;;;;;;;;;;;x
EVTOPTCFKM6;A [capital_county.Culture.GetName] noble will be able to rule best.;;;;;;;;;;;;;x
EVTOPTCFKM6_TT;The [capital_county.Culture.GetName] of the region will be pleased, however the land will not be a viceroyalty.;;;;;;;;;;;;;x 
EVTOPTDFKM6;I shall make this decision later.;;;;;;;;;;;;;x

###########Trojan War Events###########
EVTTITLETW2;The Trojan War;;;;;;;;;;;;;x
EVTDESCATW2;"And there in the midst strode powerful Agamemnon, like a bull rising head and shoulders over the herds, a royal bull rearing over his flocks of driven cattle."\n\nAgamemnon, [Root.GetTitle] of Mykenae, how well you serve your brother through your leonine strength! Bound by the oath you made to Tundáreos, you take up arms against the Trojans. However, your journey has been fraught with tragedy. Marred by bad winds, you were forced to sacrifice your daughter, Iphigenia, in order to be allowed passage to Troy, greatly angering your wife Klutaimnistra. O, how great the sons of Atreus are, but how accursed their blood is!;;;;;;;;;;;;;x
EVTDESCBTW2;"But his turn next - Menelaos reared with a bronze lance and a prayer to Father Zeus: 'Zeus, King, give me revenge, he wronged me first!'"\n\nWrathful Menelaos, husband to the great beauty Helen, how have you been cursed in such a way! Through the help of the goddess Aphrodite, Paris abducted your wife, and incurred your fury. No sooner shall you die by your own sword than allow this transgression to pass. The rage of lions swirl within your head, and all you think of is vengeance. However, this question still stands - What shall you say to her?;;;;;;;;;;;;;x
EVTDESCCTW2;"And wrath seized Telamon, and he rushed upon Tiphys son of Hagnias, and his eyes sparkled like flashes of ravening flame."\n\nMighty Telamon, you are not only father to the strong Aías, but a man of glory in your own right. Though the heroes of this generation swear to be great enough to breach the god-forged walls of Troy, you have already entered the city a plunderer, and you have taken a princess of your own from the Trojans. Though you are thought of as too old to throw yourself in front of Trojan arms once again, you have great hope in the belief that your son may receive glory for your house in your stead.;;;;;;;;;;;;;x
EVTDESDCTW2;"Nestor, horseman of Gerene, then addressed them. 'Shame on you,' he cried, 'to stay talking here like children, when you should fight like men.'"\n\nKing Nestor, though your days as a warrior are far behind you, you still prove useful through your knowledge on strategy and oration. The great Achaean kings come to you for military advice, and, wise in words, you surely give them strategies directly from Athenâ. Though your son Antílokhos will be on the battlefield, it is you for which acclaim will surely fall for your military cunning.;;;;;;;;;;;;;x
EVTDESCETW2;"The famous spearman Idomeneus led the men of Krete, who held Knossos, and the well-walled city of Gortyn."\n\nGreat Idomeneus, friend of Aías and [Root.GetTitle] of Krete. You rule over such a storied land, with both cities of modern walls and of old stone rubble. Though relatively far from many of the troubles of the mainland, you still have taken the same pledge as your Achaean brothers, and will fight on the same battlefield. Great honor will befall you, if the gods permit.;;;;;;;;;;;;;x
EVTDESCFTW2;"Peleus said only this: - 'My son! be brave!'"\n\nPeleus, great hero and king of Phthia, and father to Akhilleus, the greatest of the Achaeans. Though exiled for the murder of his brother Phokos, Peleus proved himself on the battlefield, was purified from his crime, became [Root.GetTitle] of Phthia, and successfully courted the Nereid Themis. Your wife Themis has blessed your son with near invunerability, with the knowledge that he will live either a long and uneventful or short and glorious life. Too old to fight in the Trojan War, you send Akhilleus in your stead. May he win glory for you and your house!;;;;;;;;;;;;;x
EVTDESCGTW2;"He was bred in rocky Ithake, and he's quick at every treachery under the sun, the man of twists and turns."\n\nOdusseús, the trickster of Ithake. Although you are versed in arms like all good Achaean men, your mind is your true weapon. Favored by the strategist Athenâ, the Achaeans hail your tongue as the sharpest, and your mind as the quickest. As the one who devised the Oath of Tundáreos, you feel as if you are not only defending your honor through accepting Menelaos' call, but you are defending your honor as one endowed with the wisdom to forge such deals among Achaeans. Odusseús, may Athenâ find you well on the battlefield! And may Poseidaon find you well on the seas...;;;;;;;;;;;;;x
EVTDESCHTW2;"The spearhead sliced right through to the flesh, And when Diomedes pulled it out, Ares yelled, so loud you would have thought ten thousand warriors had shouted at once..."\n\nGreat Diomedes, [Root.GetTitle] of a third of Argos, and a favorite of the great strategist Athenâ. The standard of a great hero, your strength and strategic knowledge is only bested by your piety and your respect to the gods. Though you are young, you are respected among even the most experienced of Achaeans, and are valued as one of their finest, rivaling even Akhilleus. This war may be your most difficult test as a hero, with many tribulations ahead. Diomedes, advised by the gods themselves, are you truly ready to face them on the battlefield?;;;;;;;;;;;;;x
EVTDESCTW2;"Friends and fighting men of the Danaans, henchmen of Ares, be men now, dear friends, remember your furious valour."\n\n[Root.GetBestName], you have been called to arms by Menelaos, [Root.GetTitle] of Sparta, in order to fulfill your oath and defend Helen of Sparta, who has been abducted by Paris of Troy. You have heard many whispers about the inpenetrable walls of Troy, built by gods in atonement, but now you and your men must board ships and see if the rumors were true. Everlasting glory may be won on these days of battle, and songs may ever be sung of your triumphs. But be wary, as the fates of men are fickle, and the Trojans have great heroes of their own. Though you may face many tribulations, go on, [Root.GetFirstName], and win glory for your house!;;;;;;;;;;;;;x
EVTOPTATW2;To Troy!;;;;;;;;;;;;;x
EVTOPTATW2_TT;As you spend time in the battlefield and at Troy, you may encounter certain events;;;;;;;;;;;;;x

EVTTITLETW3;The Trojan War;;;;;;;;;;;;;x
EVTDESCATW3;"'Let [Root.GetFirstName] bleed! If yet you thirst for more, bleed all of his sons, and let Ilion float with gore.'"\n\n[Root.GetFirstName], [Root.GetTitle] of the Trojans, how you curse both the Achaeans and your son for this travesty! Eris of discord has banished your city to siege, and your armies to the slaughter. Your own child, Pari-zitis, has cursed you! It seems outside of lord Appaliunaš and lady Aparaditi, the gods have conspired against you, and your cities shall surely burn for this.;;;;;;;;;;;;;x
EVTDESCBTW3;"Ankhises prayed with outstretched hands, appeasing the mighty gods with sacrifice: - 'Be gracious, great gods, ward off the threats, spare the devoted!'"\n\nDevoted Ankhises, great punishment you surely will suffer for coming to the aid of your cousin Pariya-muwas. However, your son, Aineías, a child of lady Aparaditi, will surely have his day of triumph, whether it be here, or some land far away...;;;;;;;;;;;;;x
EVTDESCTW3;"After they have prayed and swore to fight honorably, Priam says, 'Hear me, Wilusili and Achaeans, I will now go back to the wind-beaten city of Wilusa: I dare not with my own eyes witness this fight between my son and Menelaos, for Zeus and the other immortals alone know which shall fall.'"\n\nWilusili, unlike the Achaeans, have made no pledge. To no man have you offered arms in order to defend a great prize. The bodies you shall lay, and the laying done unto your armies, will not be made to protect honor, but to protect life. The gods conspire against you and your people, and against the great city of Wilusa, and every fiber of your being shall be put against total destruction by the Danaan horde. Now, [Root.GetFirstName], shall you fight against them, or resign to your fate, and let Wilusa crumble?;;;;;;;;;;;;;x 
EVTOPTATW3;I shall defend Wilusa!;;;;;;;;;;;;;x
EVTOPTATW3_TT;As you spend time in the battlefield, you may encounter certain events;;;;;;;;;;;;;x

EVTDESCTW4;I have been laid low by a festering wound. As the bearer of the poisoned arrows of Herakles I now tend my poisoned flesh on the island of Lemnos while my fellow Achaeans abandon me to sickness and decay and press on to Troy. None can resist cruel fate.;;;;;;;;;;;;;x
EVTOPTATW4;How strange are the gods...;;;;;;;;;;;;;x

EVTDESCTW5;Tragedy! Leader of the Meliboians Philoktetes has been struck by the venom of a snake! We must leave him on the island of Lemnos to recover, as his smell and wails of pain are unbearable.;;;;;;;;;;;;;x
EVTOPTATW5;Alas.;;;;;;;;;;;;;x

EVTDESCTW6;As I set upon the soil of the Trojans, their army instantly descends upon us. In the heat of battle, I am struck down by Trojan bronze. As I look around in my final moments, it seems as if I was the first to fall.;;;;;;;;;;;;;x
EVTOPTATW6;How strange.;;;;;;;;;;;;;x

EVTDESCTW7;Eager Iólaos son of Iphikles leaps from his trim ship onto the Trojan beach. The mantis foretold that the first Achaean to set foot on the faraway beach will surely perish, and now Iólaos has become the first of the destined dead as he falls in battle against the Trojans. Even now the people call him Protesilaos - The First.;;;;;;;;;;;;;x
EVTOPTATW7;Protesilaos, a long age shall sing your praises...;;;;;;;;;;;;;x

EVTDESCTW8;You have put the town of Lurnessos to the sword, and taken a fair Mysian Lady to warm your bed.;;;;;;;;;;;;;x
EVTOPTATW8;A fine trophy.;;;;;;;;;;;;;x

EVTDESCATW9;Akhilleus has given you a most worthy prize from the spoils of Lurnessos, a fair priestess of Apollon.;;;;;;;;;;;;;x
EVTDESCBTW9;Akhilleus has sent you a most worthy prize from the spoils of Lurnessos, a fair priestess of Apollon.;;;;;;;;;;;;;x
EVTOPTATW9;The lion takes his share.;;;;;;;;;;;;;x

EVTDESCTW120;Woe! My brother Agamemnon has passed. Though all is not gloom - in his will he has given me his war spoil, a concubine from Lurnessos.;;;;;;;;;;;;;x
EVTOPTATW120;Splendid.;;;;;;;;;;;;;x

EVTDESCTW122;Dark news! My concubine for Lurnessos has passed. I shall contact Akhilleus to request he give me his spoils.;;;;;;;;;;;;;x
EVTOPTATW122;He must comply.;;;;;;;;;;;;;x

EVTDESCATW10;The priestess of Apollon's father, Khrúses, has requested that his daughter be returned for a prize of gold. There may be consequences for the Achaeans if this offer is refused...;;;;;;;;;;;;;x
EVTDESCBTW10;One of the priests of Apollon of Lurnessos requested that the priestess of Apollon, Astunome, be returned for a prize of gold. There may be consequences for the Achaeans if this offer is refused...;;;;;;;;;;;;;x
EVTDESCCTW10;One of the priests of Apollon of Lurnessos requested that the priestess of Apollon be returned for a prize of gold. There may be consequences for the Achaeans if this offer is refused...;;;;;;;;;;;;;x
EVTOPTATW10;She shall be returned.;;;;;;;;;;;;;x
EVTOPTBTW10;She stays. That is war, Trojan.;;;;;;;;;;;;;x

EVTDESCTW11;The captains and warriors of the Achaeans have been stricken with sickness, this must be the work of Plague-Bringing Apollon at the request of the wronged priestess. The Silver-Bow rains death upon the Achaeans.;;;;;;;;;;;;;x
EVTOPTATW11;The god is angry...;;;;;;;;;;;;;x

EVTDESCTW12;The seer has spoken, the consort taken in Lurnessos must be returned for the plague to abate. Shame, I love her better even than my own wife...;;;;;;;;;;;;;x
EVTOPTATW12;Akhilleus must provide me tribute, in one form or another.;;;;;;;;;;;;;x

EVTDESCATW14;Insolent and lustful [From.GetFirstName] has trodden on my honor and taken my concubine. Wine-sopped [From.GetFirstName] will regret this!;;;;;;;;;;;;;x
EVTDESCBTW14;Insolent and lustful [From.GetFirstName] has trodden on my honor and taken my spoils. Wine-sopped [From.GetFirstName] will regret this!;;;;;;;;;;;;;x
EVTOPTATW14;Divine Mother, Let the Achaeans perish on the sea-shore!;;;;;;;;;;;;;x
EVTOPTATW14_TT;Your mother Thetis will ask Zeus to punish the Achaeans.;;;;;;;;;;;;;x

EVTTITLETW15;The Wrath of Akhilleus;;;;;;;;;;;;;x
EVTDESCTW15;Wrathful Akhilleus has left the camp of the Achaeans due to a dispute with [FromFrom.GetFirstName]. Without his mighty strength, the Achaean never be able to pierce the walls of Troy.;;;;;;;;;;;;;x
EVTOPTAATW15;Woe to the soldiers!;;;;;;;;;;;;;x
EVTOPTABTW15;Excellent!;;;;;;;;;;;;;x

EVTDESCATW16;I have received a dream of honeyed words and flattery, surely Father Zeus favors me! And I rushed to get all the Achaeans under arms and bring woe to the Trojans, though I believed it wise to test the resolve of my men first. I announced to the camp that they are allowed to take leave and return to their wives, believing that their will to fight will make them stay. Sadly, only this broke their resolve, and only through the help of Odusseús do the Achaeans stay.;;;;;;;;;;;;;x
EVTDESCBTW16;I have received a dream of honeyed words and flattery, surely Father Zeus favors me! And I rushed to get all the Achaeans under arms and bring woe to the Trojans, though I believed it wise to test the resolve of my men first. I announced to the camp that they are allowed to take leave and return to their wives, believing that their will to fight will make them stay. Sadly, only this broke their resolve, and only through the help of one of the soldiers do the Achaeans stay.;;;;;;;;;;;;;x

EVTOPTATW16;May Priam’s house be laid low!;;;;;;;;;;;;;x

EVTDESCTW17;This war is between me and red-haired Menelaos, if I slay him then the suitors may depart!;;;;;;;;;;;;;x
EVTOPTATW17;I must be brave!;;;;;;;;;;;;;x
EVTOPTBTW17;I'd rather not...;;;;;;;;;;;;;x

EVTDESCTW18;The woman-mad Paris has challenged me to a duel! Now is the time to restore my honor. Priam’s son will bleed in the dust...;;;;;;;;;;;;;x
EVTOPTATW18;The lion will devour the handsome hart.;;;;;;;;;;;;;x
EVTOPTBTW18;I will not indulge the prince.;;;;;;;;;;;;;x

EVTTITLETW85;Death of Menelaos;;;;;;;;;;;;;x
EVTDESCTW85;The wronged bridegroom of Sparta has been killed in single combat. This bodes ill for the ranks of the Achaeans.;;;;;;;;;;;;;x
EVTOPTAATW85;Utter tragedy!;;;;;;;;;;;;;x
EVTOPTABTW85;So dies Menelaos of the war-cry...;;;;;;;;;;;;;x
EVTOPTATW85_TT;The Trojan War ends.;;;;;;;;;;;;;x

EVTTITLETW87;Death of Menelaos;;;;;;;;;;;;;x
EVTDESCTW87;Blood! The wronged bridegroom of Sparta has died in a chaotic clash of glittering spears on a gory battlefield.;;;;;;;;;;;;;x
EVTOPTAATW87;Utter tragedy!;;;;;;;;;;;;;x
EVTOPTABTW87;So dies Menelaos of the war-cry...;;;;;;;;;;;;;x
EVTOPTATW87_TT;The Trojan War ends.;;;;;;;;;;;;;x

EVTTITLETW89;Death of Menelaos;;;;;;;;;;;;;x
EVTDESCTW89;Mighty Menelaos breathed his last within the confines of his tent, either from sickness or treachery.;;;;;;;;;;;;;x
EVTOPTAATW89;Utter tragedy!;;;;;;;;;;;;;x
EVTOPTABTW89;So dies Menelaos of the war-cry...;;;;;;;;;;;;;x
EVTOPTATW89_TT;The Trojan War ends.;;;;;;;;;;;;;x

EVTDESCTW20;Menelaos is driven back and disarmed, but before the killing blow can be landed, Pallas Athenâ surrounds him in a cloud of darkness and whisks him away to the safety of the Achaeans camp.;;;;;;;;;;;;;x
EVTOPTATW20;The gods feud among their own...;;;;;;;;;;;;;x
EVTOPTATW20_TT;A truce shall temporarily be made.;;;;;;;;;;;;;x

EVTTITLETW21;Paris is driven back and disarmed, but before the killing blow can be landed, Golden Aphrodite surrounds him in a cloud of darkness and whisks him away to the safety of the Trojan Walls.;;;;;;;;;;;;;x
EVTOPTATW21;The gods feud among their own...;;;;;;;;;;;;;x
EVTOPTATW21_TT;A truce shall temporarily be made.;;;;;;;;;;;;;x

EVTDESCTW22;Treachery! The energetic archer Pandaros has fired an arrow at bold Menelaos and broken the truce!;;;;;;;;;;;;;x
EVTOPTATW22;What could have gotten into him...;;;;;;;;;;;;;x

EVTDESCTW23;Treachery! A Trojan archer has fired an arrow at bold Menelaos and broken the truce!;;;;;;;;;;;;;x
EVTOPTATW23;What could have gotten into him...;;;;;;;;;;;;;x

EVTDESCTW24;The Achaeans are near the end of their strength, now it is time to earn back the favor of godlike Akhilleus. A delegation is sent, hopefully they will bring him and his men back into the fray.;;;;;;;;;;;;;x
EVTOPTATW24;Of all the warlords, I hate him the most...;;;;;;;;;;;;;x

EVTDESCTW25;The handpicked messengers of Agamemnon enter my tent, and they speak of the treasure and slaves and land that will be given to me to heal my bruised honor. They mean well, and the treasure is tempting...;;;;;;;;;;;;;x
EVTOPTATW25;[From.GetFirstName] has wronged me greatly! I shall stay.;;;;;;;;;;;;;x
EVTOPTBTW25;I cannot be far from battle for too long...;;;;;;;;;;;;;x

EVTDESCTW26;“I will be appeased neither by Agamemnon son of Atreus nor by any other of the Danaans, for I see that I have no thanks for all my fighting!” Akhilleus’ furious letter of refusal rings through my head as if he was here. The dejected messengers make their libations and glumly return to their tents.;;;;;;;;;;;;;x
EVTOPTATW26;Rage...;;;;;;;;;;;;;x

EVTDESCTW27;Praise the gods, swift-footed Akhilleus has swallowed his pride and returned to the fray!;;;;;;;;;;;;;x
EVTOPTATW27;May the Trojans quake with fear!;;;;;;;;;;;;;x

EVTDESCTW28;The state of the Achaeans fills me with despair, as a last resort I approach Akhilleus and say: “I feel grief for the disaster that has now befallen the Argives... Let me wear your armor - the Trojans may mistake me for you and quit the field!”;;;;;;;;;;;;;x
EVTOPTATW28;Will he say yes?;;;;;;;;;;;;;x

EVTDESCTW29;Pátroklos comes before you with tears streaming from his eyes. “I feel grief for the disaster that has now befallen the Argives... Let me wear your armor - the Trojans may mistake me for you and quit the field!”;;;;;;;;;;;;;x
EVTOPTATW29;I may relent, but do not keep all the glory for yourself...;;;;;;;;;;;;;x

EVTDESCTW30;I gird myself in the flashing armor of Akhilleus and make ready to take the field.;;;;;;;;;;;;;x
EVTOPTATW30;For glory!;;;;;;;;;;;;;x

EVTTITLETW90;Return of Akhilleus?;;;;;;;;;;;;;x
EVTDESCTW90;From a great ship comes the bloodthirsty Murmidónes behind the chariot of... Akhilleus? It must be so, who else could wear that well-made cuirass and peaked helm crested with horse-hair.;;;;;;;;;;;;;x
EVTOPTAATW90;Suspicious...;;;;;;;;;;;;;x
EVTOPTABTW90;Is it truly he?;;;;;;;;;;;;;x

EVTDESCTW31;In the middle of the battle-fray I see wounded 'Akhilleus' - helpless, disarmed, and his true identity revealed. It is great-hearted Pátroklos! I force my way through the ranks, and when close I strike him with my spear, driving the point right through so that he falls heavily to the ground. The armor of Peleus' son is mine to take.;;;;;;;;;;;;;x
EVTOPTATW31;Akhilleus could not help you today, Pátroklos...;;;;;;;;;;;;;x

EVTTITLETW32;Death of Pátroklos;;;;;;;;;;;;;x
EVTDESCTW32;"Son of noble Peleus, I bring you bad tidings, would indeed that they were untrue. Pátroklos has fallen, and-"Darkness, darkness. I grab the filth and dust of the earth and pour it over my head, with a terrible ragged shout I fall upon the ground and tear away at my clothes and hair with hands twisted into claws. The women of the camp wail and shriek with grief, my cries are heard by Mother Thetis in the depths of the sea, and all of her sister-goddesses weep and beat their breasts.;;;;;;;;;;;;;x
EVTOPTATW32;He whom I loved as dearly as my own life.;;;;;;;;;;;;;x
EVTOPTATW32_TT;Thetis has Haphaistos craft new armor and an ornate shield for your return.;;;;;;;;;;;;;x

EVTTITLETW33;Return of Akhilleus;;;;;;;;;;;;;x
EVTDESCATW33;Raging Akhilleus has returned to the fray, his shouts of fury are heard throughout the land.;;;;;;;;;;;;;x
EVTDESCBTW33;Raging and grieving Akhilleus has returned to the fray, his shouts of pain and rage are heard throughout the land.;;;;;;;;;;;;;x
EVTOPTAATW33;Troy will bleed...;;;;;;;;;;;;;x
EVTOPTABTW33;Apollon protect us!;;;;;;;;;;;;;x

